s_m,x_m,y_m,vx_mps,width_left_m,width_right_m
0.0000000,9.1920962,8.4086557,3.0000000,0.6497642,0.3502358
0.0499755,9.2163155,8.4524089,3.0000000,0.6491107,0.3508893
0.0999510,9.2403231,8.4962698,3.0000000,0.6484572,0.3515428
0.1499265,9.2641233,8.5402348,3.0000000,0.6478036,0.3521964
0.1999020,9.2877206,8.5843006,3.0000000,0.6471501,0.3528499
0.2498775,9.3111195,8.6284638,3.0000000,0.6464966,0.3535034
0.2998530,9.3343245,8.6727211,3.0000000,0.6458431,0.3541569
0.3498285,9.3573400,8.7170692,3.0000000,0.6451896,0.3548104
0.3998041,9.3801704,8.7615046,3.0000000,0.6445361,0.3554639
0.4497796,9.4028202,8.8060241,3.0000000,0.6438825,0.3561175
0.4997551,9.4252939,8.8506241,3.0000000,0.6432290,0.3567710
0.5497306,9.4476278,8.8953655,3.0000000,0.6415716,0.3584284
0.5997061,9.4697951,8.9401828,3.0000000,0.6398701,0.3601299
0.6496816,9.4918003,8.9850718,3.0000000,0.6381687,0.3618313
0.6996571,9.5136485,9.0300296,3.0000000,0.6364672,0.3635328
0.7496326,9.5353445,9.0750534,3.0000000,0.6347657,0.3652343
0.7996081,9.5568936,9.1201404,3.0000000,0.6330643,0.3669357
0.8495836,9.5783006,9.1652875,3.0000000,0.6313628,0.3686372
0.8995591,9.5995706,9.2104920,3.0000000,0.6296613,0.3703387
0.9495346,9.6207087,9.2557509,3.0000000,0.6279598,0.3720402
0.9995101,9.6417199,9.3010615,3.0000000,0.6262584,0.3737416
1.0494856,9.6626352,9.3464773,3.0000000,0.6231972,0.3768028
1.0994612,9.6834342,9.3919410,3.0000000,0.6200113,0.3799887
1.1494367,9.7041217,9.4374486,3.0000000,0.6168253,0.3831747
1.1994122,9.7247030,9.4829979,3.0000000,0.6136394,0.3863606
1.2493877,9.7451835,9.5285863,3.0000000,0.6104535,0.3895465
1.2993632,9.7655684,9.5742116,3.0000000,0.6072676,0.3927324
1.3493387,9.7858631,9.6198712,3.0000000,0.6040816,0.3959184
1.3993142,9.8060729,9.6655629,3.0000000,0.6008957,0.3991043
1.4492897,9.8262033,9.7112841,3.0000000,0.5977098,0.4022902
1.4992652,9.8462594,9.7570325,3.0000000,0.5945238,0.4054762
1.5492407,9.8662650,9.8028477,3.0000000,0.5898416,0.4101584
1.5992162,9.8862073,9.8486862,3.0000000,0.5849436,0.4150564
1.6491917,9.9060915,9.8945453,3.0000000,0.5800455,0.4199545
1.6991672,9.9259229,9.9404227,3.0000000,0.5751475,0.4248525
1.7491427,9.9457071,9.9863164,3.0000000,0.5702494,0.4297506
1.7991183,9.9654494,10.0322243,3.0000000,0.5653513,0.4346487
1.8490938,9.9851553,10.0781441,3.0000000,0.5604533,0.4395467
1.8990693,10.0048301,10.1240737,3.0000000,0.5555552,0.4444448
1.9490448,10.0244793,10.1700110,3.0000000,0.5506572,0.4493428
1.9990203,10.0441084,10.2159540,3.0000000,0.5457591,0.4542409
2.0489958,10.0637327,10.2619238,3.0000000,0.5393718,0.4606282
2.0989713,10.0833478,10.3078949,3.0000000,0.5326835,0.4673165
2.1489468,10.1029591,10.3538653,3.0000000,0.5259953,0.4740047
2.1989223,10.1225723,10.3998328,3.0000000,0.5193071,0.4806929
2.2488978,10.1421927,10.4457954,3.0000000,0.5126188,0.4873812
2.2988733,10.1618260,10.4917510,3.0000000,0.5059306,0.4940694
2.3488488,10.1814776,10.5376974,3.0000000,0.4992424,0.5007576
2.3988243,10.2011530,10.5836326,3.0000000,0.4925541,0.5074459
2.4487998,10.2208578,10.6295545,3.0000000,0.4858659,0.5141341
2.4987754,10.2405976,10.6754610,3.0000000,0.4791777,0.5208223
2.5487509,10.2603777,10.7213500,3.0000000,0.4711722,0.5288278
2.5987264,10.2802037,10.7672194,3.0000000,0.4628164,0.5371836
2.6487019,10.3000810,10.8130671,3.0000000,0.4544606,0.5455394
2.6986774,10.3200152,10.8588910,3.0000000,0.4461048,0.5538952
2.7486529,10.3400118,10.9046891,3.0000000,0.4377490,0.5622510
2.7986284,10.3600761,10.9504592,3.0000000,0.4293932,0.5706068
2.8486039,10.3802138,10.9961993,3.0000000,0.4210374,0.5789626
2.8985794,10.4004302,11.0419072,3.0000000,0.4126816,0.5873184
2.9485549,10.4207309,11.0875808,3.0000000,0.4043258,0.5956742
2.9985304,10.4411207,11.1332167,3.0000000,0.3959700,0.6040300
3.0485059,10.4615932,11.1787863,3.0000000,0.3937172,0.6062828
3.0984814,10.4821660,11.2243148,3.0000000,0.3935216,0.6064784
3.1484569,10.5028447,11.2697996,3.0000000,0.3933260,0.6066740
3.1984325,10.5236343,11.3152381,3.0000000,0.3931304,0.6068696
3.2484080,10.5445405,11.3606277,3.0000000,0.3929348,0.6070652
3.2983835,10.5655683,11.4059658,3.0000000,0.3927392,0.6072608
3.3483590,10.5867232,11.4512496,3.0000000,0.3925436,0.6074564
3.3983345,10.6080105,11.4964766,3.0000000,0.3923481,0.6076519
3.4483100,10.6294356,11.5416442,3.0000000,0.3921525,0.6078475
3.4982855,10.6510022,11.5867466,3.0000000,0.3919569,0.6080431
3.5482610,10.6726947,11.6317380,3.0000000,0.3947285,0.6052715
3.5982365,10.6945405,11.6766617,3.0000000,0.3987366,0.6012634
3.6482120,10.7165445,11.7215146,3.0000000,0.4027446,0.5972554
3.6981875,10.7387120,11.7662936,3.0000000,0.4067527,0.5932473
3.7481630,10.7610481,11.8109957,3.0000000,0.4107607,0.5892393
3.7981385,10.7835579,11.8556176,3.0000000,0.4147687,0.5852313
3.8481140,10.8062465,11.9001563,3.0000000,0.4187768,0.5812232
3.8980896,10.8291191,11.9446087,3.0000000,0.4227848,0.5772152
3.9480651,10.8521808,11.9889718,3.0000000,0.4267929,0.5732071
3.9980406,10.8754342,12.0332376,3.0000000,0.4308009,0.5691991
4.0480161,10.8988532,12.0773447,3.0000000,0.4339357,0.5660643
4.0979916,10.9224758,12.1213526,3.0000000,0.4366284,0.5633716
4.1479671,10.9463066,12.1652572,3.0000000,0.4393210,0.5606790
4.1979426,10.9703504,12.2090547,3.0000000,0.4420136,0.5579864
4.2479181,10.9946120,12.2527411,3.0000000,0.4447063,0.5552937
4.2978936,11.0190961,12.2963126,3.0000000,0.4473989,0.5526011
4.3478691,11.0438076,12.3397652,3.0000000,0.4500916,0.5499084
4.3978446,11.0687511,12.3830950,3.0000000,0.4527842,0.5472158
4.4478201,11.0939315,12.4262980,3.0000000,0.4554769,0.5445231
4.4977956,11.1193509,12.4693659,3.0000000,0.4581695,0.5418305
4.5477711,11.1449723,12.5122257,3.0000000,0.4567307,0.5432693
4.5977467,11.1708435,12.5549466,3.0000000,0.4527796,0.5472204
4.6477222,11.1969685,12.5975235,3.0000000,0.4488284,0.5511716
4.6976977,11.2233516,12.6399517,3.0000000,0.4448773,0.5551227
4.7476732,11.2499970,12.6822263,3.0000000,0.4409261,0.5590739
4.7976487,11.2769088,12.7243424,3.0000000,0.4369750,0.5630250
4.8476242,11.3040914,12.7662951,3.0000000,0.4330238,0.5669762
4.8975997,11.3315489,12.8080795,3.0000000,0.4290727,0.5709273
4.9475752,11.3592855,12.8496908,3.0000000,0.4251215,0.5748785
4.9975507,11.3873037,12.8911218,3.0000000,0.4211704,0.5788296
5.0475262,11.4155573,12.9322943,3.0000000,0.4133178,0.5866822
5.0975017,11.4441007,12.9732786,3.0000000,0.4026381,0.5973619
5.1474772,11.4729375,13.0140686,3.0000000,0.3919583,0.6080417
5.1974527,11.5020710,13.0546582,3.0000000,0.3812786,0.6187214
5.2474282,11.5315047,13.0950415,2.9963306,0.3705989,0.6294011
5.2974038,11.5612421,13.1352124,2.9887518,0.3599192,0.6400808
5.3473793,11.5912866,13.1751648,2.9772374,0.3492395,0.6507605
5.3973548,11.6216417,13.2148927,2.9617577,0.3385598,0.6614402
5.4473303,11.6523108,13.2543901,2.9422798,0.3278800,0.6721200
5.4973058,11.6832973,13.2936509,2.9224341,0.3172003,0.6827997
5.5472813,11.7145535,13.3326058,2.9024185,0.3084192,0.6915808
5.5972568,11.7461310,13.3713104,2.8822137,0.3012698,0.6987302
5.6472323,11.7780326,13.4097586,2.8617998,0.2941204,0.7058796
5.6972078,11.8102608,13.4479429,2.8411566,0.2869710,0.7130290
5.7471833,11.8428176,13.4858561,2.8202649,0.2798216,0.7201784
5.7971588,11.8757053,13.5234908,2.7991043,0.2726721,0.7273279
5.8471343,11.9089260,13.5608395,2.7776524,0.2655227,0.7344773
5.8971098,11.9424820,13.5978951,2.7558852,0.2583733,0.7416267
5.9470853,11.9763755,13.6346501,2.7337758,0.2512239,0.7487761
5.9970609,12.0106086,13.6710971,2.7113284,0.2440744,0.7559256
6.0470364,12.0451333,13.7071765,2.6885487,0.2384716,0.7615284
6.0970119,12.0799981,13.7429279,2.6654407,0.2344416,0.7655584
6.1469874,12.1152110,13.7783470,2.6420067,0.2304115,0.7695885
6.1969629,12.1507757,13.8134244,2.6182475,0.2263815,0.7736185
6.2469384,12.1866962,13.8481511,2.5941288,0.2223515,0.7776485
6.2969139,12.2229759,13.8825179,2.5696095,0.2183214,0.7816786
6.3468894,12.2596189,13.9165157,2.5446455,0.2142914,0.7857086
6.3968649,12.2966287,13.9501353,2.5191884,0.2102614,0.7897386
6.4468404,12.3340091,13.9833675,2.4931834,0.2062313,0.7937687
6.4968159,12.3717639,14.0162033,2.4666444,0.2022013,0.7977987
6.5467914,12.4097624,14.0485196,2.4395972,0.2000000,0.8000000
6.5967669,12.4481157,14.0803968,2.4120656,0.2000000,0.8000000
6.6467424,12.4868546,14.1118408,2.3840709,0.2000000,0.8000000
6.6967180,12.5259848,14.1428355,2.3556338,0.2000000,0.8000000
6.7466935,12.5655117,14.1733649,2.3266979,0.2000000,0.8000000
6.7966690,12.6054407,14.2034130,2.2971857,0.2000000,0.8000000
6.8466445,12.6457775,14.2329637,2.2670108,0.2000000,0.8000000
6.8966200,12.6865275,14.2620009,2.2360779,0.2000000,0.8000000
6.9465955,12.7276962,14.2905087,2.2044349,0.2000000,0.8000000
6.9965710,12.7692891,14.3184709,2.1723833,0.2000000,0.8000000
7.0465465,12.8110690,14.3457130,2.1402440,0.2018111,0.7981889
7.0965220,12.8531885,14.3722966,2.1083578,0.2062094,0.7937906
7.1464975,12.8957563,14.3982306,2.0770857,0.2106077,0.7893923
7.1964730,12.9387863,14.4234612,2.0466541,0.2150060,0.7849940
7.2464485,12.9822924,14.4479347,2.0170431,0.2194043,0.7805957
7.2964240,13.0262886,14.4715972,1.9882163,0.2238026,0.7761974
7.3463995,13.0707889,14.4943948,1.9601149,0.2282009,0.7717991
7.3963751,13.1158070,14.5162737,1.9326500,0.2325992,0.7674008
7.4463506,13.1613570,14.5371800,1.9057031,0.2369975,0.7630025
7.4963261,13.2074528,14.5570600,1.8791694,0.2413958,0.7586042
7.5463016,13.2537752,14.5757302,1.8529679,0.2465648,0.7534352
7.5962771,13.3003226,14.5931589,1.8270457,0.2530476,0.7469524
7.6462526,13.3473797,14.6094074,1.8013828,0.2595304,0.7404696
7.6962281,13.3949192,14.6244069,1.7759877,0.2660131,0.7339869
7.7462036,13.4429138,14.6380885,1.7508480,0.2724959,0.7275041
7.7961791,13.4913363,14.6503837,1.7259116,0.2789787,0.7210213
7.8461546,13.5401593,14.6612234,1.7010702,0.2854615,0.7145385
7.8961301,13.5893557,14.6705391,1.6761965,0.2919442,0.7080558
7.9461056,13.6388980,14.6782618,1.6511266,0.2984270,0.7015730
7.9960811,13.6887590,14.6843229,1.6257395,0.3049098,0.6950902
8.0460566,13.7387964,14.6886455,1.6001111,0.3179074,0.6820926
8.0960321,13.7884983,14.6911527,1.5744396,0.3442690,0.6557310
8.1460077,13.8383400,14.6918170,1.5490200,0.3706306,0.6293694
8.1959832,13.8882170,14.6905496,1.5242008,0.3969922,0.6030078
8.2459587,13.9380250,14.6872616,1.5003822,0.4233538,0.5766462
8.2959342,13.9876598,14.6818640,1.4778908,0.4497154,0.5502846
8.3459097,14.0370170,14.6742680,1.4571031,0.4760770,0.5239230
8.3958852,14.0859922,14.6643846,1.4385240,0.5024386,0.4975614
8.4458607,14.1344812,14.6521250,1.4235213,0.5288002,0.4711998
8.4958362,14.1823797,14.6374001,1.4124868,0.5551618,0.4448382
8.5458117,14.2295833,14.6201211,1.4050148,0.5804219,0.4195781
8.5957872,14.2759744,14.6002136,1.3989497,0.6029281,0.3970719
8.6457627,14.3213798,14.5777234,1.3923634,0.6254344,0.3745656
8.6957382,14.3655838,14.5527738,1.3827586,0.6479407,0.3520593
8.7457137,14.4083663,14.5254911,1.3687456,0.6704470,0.3295530
8.7956892,14.4495071,14.4960011,1.3498176,0.6929533,0.3070467
8.8456648,14.4887863,14.4644299,1.3273403,0.7154596,0.2845404
8.8956403,14.5259836,14.4309036,1.3028498,0.7379659,0.2620341
8.9456158,14.5608791,14.3955482,1.2783722,0.7604722,0.2395278
8.9955913,14.5932526,14.3584898,1.2582963,0.7829784,0.2170216
9.0455668,14.6228841,14.3198544,1.2432185,0.8000000,0.2000000
9.0955423,14.6499129,14.2791844,1.2358419,0.8000000,0.2000000
9.1455178,14.6751520,14.2344818,1.2364041,0.8000000,0.2000000
9.1954933,14.6968723,14.1884774,1.2442360,0.8000000,0.2000000
9.2454688,14.7151870,14.1413954,1.2559625,0.8000000,0.2000000
9.2954443,14.7302090,14.0934600,1.2716809,0.8000000,0.2000000
9.3454198,14.7420514,14.0448955,1.2889892,0.8000000,0.2000000
9.3953953,14.7508272,13.9959260,1.3071928,0.8000000,0.2000000
9.4453708,14.7566495,13.9467758,1.3255419,0.8000000,0.2000000
9.4953463,14.7596313,13.8976690,1.3432300,0.8000000,0.2000000
9.5453219,14.7598856,13.8488300,1.3597806,0.7982799,0.2017201
9.5952974,14.7574246,13.7991505,1.3756172,0.7897508,0.2102492
9.6452729,14.7521298,13.7485303,1.3914123,0.7812218,0.2187782
9.6952484,14.7442011,13.6986410,1.4080059,0.7726927,0.2273073
9.7452239,14.7338051,13.6495087,1.4263930,0.7641636,0.2358364
9.7951994,14.7211081,13.6011599,1.4473301,0.7556346,0.2443654
9.8451749,14.7062765,13.5536206,1.4707674,0.7471055,0.2528945
9.8951504,14.6894766,13.5069173,1.4965531,0.7385765,0.2614235
9.9451259,14.6708749,13.4610761,1.5244846,0.7300474,0.2699526
9.9951014,14.6506377,13.4161232,1.5542767,0.7215184,0.2784816
10.0450769,14.6288460,13.3719188,1.5856334,0.7135662,0.2864338
10.0950524,14.6054791,13.3282017,1.6184717,0.7086498,0.2913502
10.1450279,14.5808219,13.2853032,1.6528106,0.7037335,0.2962665
10.1950034,14.5549493,13.2431137,1.6887662,0.6988171,0.3011829
10.2449790,14.5279363,13.2015238,1.7265844,0.6939008,0.3060992
10.2949545,14.4998576,13.1604240,1.7665577,0.6889844,0.3110156
10.3449300,14.4707882,13.1197047,1.8087868,0.6840681,0.3159319
10.3949055,14.4408029,13.0792564,1.8532289,0.6791517,0.3208483
10.4448810,14.4099767,13.0389696,1.8996403,0.6742354,0.3257646
10.4948565,14.3788483,12.9993192,1.9474354,0.6693190,0.3306810
10.5448320,14.3485881,12.9615498,1.9959141,0.6638821,0.3361179
10.5948075,14.3177590,12.9237211,2.0442800,0.6545405,0.3454595
10.6447830,14.2864055,12.8858079,2.0918143,0.6451990,0.3548010
10.6947585,14.2545719,12.8477849,2.1379790,0.6358574,0.3641426
10.7447340,14.2223025,12.8096267,2.1825901,0.6265159,0.3734841
10.7947095,14.1896418,12.7713082,2.2256129,0.6171744,0.3828256
10.8446850,14.1566340,12.7328040,2.2671612,0.6078328,0.3921672
10.8946605,14.1233236,12.6940888,2.3073358,0.5984913,0.4015087
10.9446361,14.0897549,12.6551374,2.3462268,0.5891497,0.4108503
10.9946116,14.0568981,12.6169998,2.3839148,0.5798082,0.4201918
11.0445871,14.0245472,12.5793638,2.4059452,0.5702197,0.4297803
11.0945626,13.9921328,12.5414935,2.4113768,0.5576135,0.4423865
11.1445381,13.9597269,12.5033974,2.4004817,0.5450072,0.4549928
11.1945136,13.9274015,12.4650834,2.3735253,0.5324010,0.4675990
11.2444891,13.8952287,12.4265600,2.3307670,0.5197947,0.4802053
11.2944646,13.8632804,12.3878354,2.2869902,0.5071885,0.4928115
11.3444401,13.8316287,12.3489177,2.2434574,0.4945822,0.5054178
11.3944156,13.8003457,12.3098153,2.2002221,0.4819760,0.5180240
11.4443911,13.7695033,12.2705363,2.1573442,0.4693697,0.5306303
11.4943666,13.7388026,12.2306010,2.1148757,0.4567634,0.5432366
11.5443421,13.7082899,12.1899454,2.0728568,0.4441215,0.5558785
11.5943176,13.6784346,12.1490807,2.0313095,0.4304541,0.5695459
11.6442932,13.6492896,12.1079819,1.9902225,0.4167868,0.5832132
11.6942687,13.6209080,12.0666243,1.9495504,0.4031194,0.5968806
11.7442442,13.5933425,12.0249832,1.9092198,0.3894520,0.6105480
11.7942197,13.5666462,11.9830337,1.8691200,0.3757846,0.6242154
11.8441952,13.5408719,11.9407509,1.8290935,0.3621173,0.6378827
11.8941707,13.5160726,11.8981102,1.7893140,0.3484499,0.6515501
11.9441462,13.4923011,11.8550866,1.7502136,0.3347825,0.6652175
11.9941217,13.4693173,11.8110722,1.7122780,0.3211151,0.6788849
12.0440972,13.4473609,11.7662392,1.6760500,0.3074478,0.6925522
12.0940727,13.4267362,11.7209030,1.6421275,0.2972353,0.7027647
12.1440482,13.4075564,11.6750217,1.6107609,0.2870520,0.7129480
12.1940237,13.3899344,11.6285533,1.5818823,0.2768688,0.7231312
12.2439992,13.3739830,11.5814558,1.5552349,0.2666856,0.7333144
12.2939747,13.3598154,11.5336873,1.5302246,0.2565023,0.7434977
12.3439503,13.3475443,11.4852058,1.5063353,0.2463191,0.7536809
12.3939258,13.3372828,11.4359695,1.4825981,0.2361359,0.7638641
12.4439013,13.3291439,11.3859362,1.4582463,0.2259527,0.7740473
12.4938768,13.3234499,11.3372487,1.4328547,0.2157694,0.7842306
12.5438523,13.3199643,11.2880492,1.4065451,0.2055862,0.7944138
12.5938278,13.3188318,11.2384614,1.3794887,0.2045931,0.7954069
12.6438033,13.3202067,11.1886790,1.3524705,0.2040879,0.7959121
12.6937788,13.3242431,11.1388953,1.3262922,0.2035828,0.7964172
12.7437543,13.3310955,11.0893039,1.3017276,0.2030776,0.7969224
12.7937298,13.3409180,11.0400983,1.2795054,0.2025725,0.7974275
12.8437053,13.3538650,10.9914719,1.2623584,0.2020673,0.7979327
12.8936808,13.3700908,10.9436182,1.2500601,0.2015622,0.7984378
12.9436563,13.3897496,10.8967308,1.2459297,0.2010570,0.7989430
12.9936318,13.4117776,10.8531309,1.2503624,0.2005518,0.7994482
13.0436074,13.4367262,10.8110076,1.2628903,0.2000467,0.7999533
13.0935829,13.4645341,10.7702093,1.2805627,0.2083437,0.7916563
13.1435584,13.4950047,10.7308770,1.3030143,0.2175373,0.7824627
13.1935339,13.5279410,10.6931520,1.3259933,0.2267309,0.7732691
13.2435094,13.5631464,10.6571753,1.3478250,0.2359245,0.7640755
13.2934849,13.6004239,10.6230881,1.3672934,0.2451180,0.7548820
13.3434604,13.6395767,10.5910317,1.3815212,0.2543116,0.7456884
13.3934359,13.6804082,10.5611470,1.3908383,0.2635052,0.7364948
13.4434114,13.7227214,10.5335754,1.3958337,0.2726988,0.7273012
13.4933869,13.7663687,10.5084310,1.3997326,0.2818923,0.7181077
13.5433624,13.8113027,10.4857402,1.4042255,0.2910859,0.7089141
13.5933379,13.8572335,10.4655430,1.4127757,0.3125329,0.6874671
13.6433134,13.9040412,10.4477617,1.4257422,0.3358834,0.6641166
13.6932889,13.9516059,10.4323185,1.4433248,0.3592339,0.6407661
13.7432645,13.9998078,10.4191359,1.4631992,0.3825844,0.6174156
13.7932400,14.0485269,10.4081360,1.4847417,0.4059349,0.5940651
13.8432155,14.0976435,10.3992412,1.5075353,0.4292854,0.5707146
13.8931910,14.1470375,10.3923738,1.5312253,0.4526359,0.5473641
13.9431665,14.1965892,10.3874562,1.5554894,0.4759863,0.5240137
13.9931420,14.2461786,10.3844105,1.5798864,0.4993368,0.5006632
14.0431175,14.2963350,10.3831551,1.6040252,0.5226873,0.4773127
14.0930930,14.3467340,10.3836839,1.6276414,0.5383072,0.4616928
14.1430685,14.3969455,10.3859513,1.6506154,0.5522705,0.4477295
14.1930440,14.4469357,10.3898949,1.6729427,0.5662338,0.4337662
14.2430195,14.4966711,10.3954521,1.6948509,0.5801971,0.4198029
14.2929950,14.5461179,10.4025606,1.7165906,0.5941604,0.4058396
14.3429705,14.5952426,10.4111579,1.7383236,0.6081236,0.3918764
14.3929460,14.6440115,10.4211815,1.7601428,0.6220869,0.3779131
14.4429216,14.6923909,10.4325688,1.7820902,0.6360502,0.3639498
14.4928971,14.7403472,10.4452576,1.8042178,0.6500135,0.3499865
14.5428726,14.7880488,10.4592473,1.8267316,0.6639768,0.3360232
14.5928481,14.8359221,10.4746419,1.8498402,0.6739713,0.3260287
14.6428236,14.8833072,10.4911889,1.8737548,0.6828561,0.3171439
14.6927991,14.9302140,10.5088214,1.8986900,0.6917410,0.3082590
14.7427746,14.9766525,10.5274725,1.9248173,0.7006259,0.2993741
14.7927501,15.0226324,10.5470754,1.9521322,0.7095107,0.2904893
